START|groomer:hi your nice looking girl
groomer:he not alowd to be lol;;victim:lol;;victim:like who was it? just wonderin if its somebody i chatted with;;groomer:he compurter he cant get to thing he want to see;;groomer:he didnt say his name;;victim:oh i was thinkin like his sn;;groomer:mom name ***EDIT***;;victim:thats a funny first name;;groomer:oppps ***EDIT***;;victim:\"hey! u got ur cam on was he the one that got 2 see?\"|groomer:boys on here want to see pics of you all the time too
victim:like who was it? just wonderin if its somebody i chatted with;;groomer:he compurter he cant get to thing he want to see;;groomer:he didnt say his name;;victim:oh i was thinkin like his sn;;groomer:mom name ***EDIT***;;victim:thats a funny first name;;groomer:oppps ***EDIT***;;victim:\"hey! u got ur cam on was he the one that got 2 see?\";;groomer:boys on here want to see pics of you all the time too;;victim:they do? LOL|groomer:lol
groomer:he compurter he cant get to thing he want to see;;groomer:he didnt say his name;;victim:oh i was thinkin like his sn;;groomer:mom name ***EDIT***;;victim:thats a funny first name;;groomer:oppps ***EDIT***;;victim:\"hey! u got ur cam on was he the one that got 2 see?\";;groomer:boys on here want to see pics of you all the time too;;victim:they do? LOL;;groomer:lol|groomer:no he didnt see do you want to see?
victim:oh i was thinkin like his sn;;groomer:mom name ***EDIT***;;victim:thats a funny first name;;groomer:oppps ***EDIT***;;victim:\"hey! u got ur cam on was he the one that got 2 see?\";;groomer:boys on here want to see pics of you all the time too;;victim:they do? LOL;;groomer:lol;;groomer:no he didnt see do you want to see?;;victim:im kool with it if u r|groomer:ok
groomer:mom name ***EDIT***;;victim:thats a funny first name;;groomer:oppps ***EDIT***;;victim:\"hey! u got ur cam on was he the one that got 2 see?\";;groomer:boys on here want to see pics of you all the time too;;victim:they do? LOL;;groomer:lol;;groomer:no he didnt see do you want to see?;;victim:im kool with it if u r;;groomer:ok|groomer:hi
victim:\"hey! u got ur cam on was he the one that got 2 see?\";;groomer:boys on here want to see pics of you all the time too;;victim:they do? LOL;;groomer:lol;;groomer:no he didnt see do you want to see?;;victim:im kool with it if u r;;groomer:ok;;groomer:hi;;victim:it was showin an add lol;;victim:i see u now|groomer:oh ok
groomer:boys on here want to see pics of you all the time too;;victim:they do? LOL;;groomer:lol;;groomer:no he didnt see do you want to see?;;victim:im kool with it if u r;;groomer:ok;;groomer:hi;;victim:it was showin an add lol;;victim:i see u now;;groomer:oh ok|groomer:so what u think
groomer:no he didnt see do you want to see?;;victim:im kool with it if u r;;groomer:ok;;groomer:hi;;victim:it was showin an add lol;;victim:i see u now;;groomer:oh ok;;groomer:so what u think;;victim:kool;;victim:is fun|groomer:yes it is
victim:im kool with it if u r;;groomer:ok;;groomer:hi;;victim:it was showin an add lol;;victim:i see u now;;groomer:oh ok;;groomer:so what u think;;victim:kool;;victim:is fun;;groomer:yes it is|groomer:u like looking at cams
groomer:hi;;victim:it was showin an add lol;;victim:i see u now;;groomer:oh ok;;groomer:so what u think;;victim:kool;;victim:is fun;;groomer:yes it is;;groomer:u like looking at cams;;victim:ya|groomer:ok
victim:it was showin an add lol;;victim:i see u now;;groomer:oh ok;;groomer:so what u think;;victim:kool;;victim:is fun;;groomer:yes it is;;groomer:u like looking at cams;;victim:ya;;groomer:ok|groomer:u like see more of me
groomer:oh ok;;groomer:so what u think;;victim:kool;;victim:is fun;;groomer:yes it is;;groomer:u like looking at cams;;victim:ya;;groomer:ok;;groomer:u like see more of me;;victim:im kool with it|groomer:ok u sure
victim:kool;;victim:is fun;;groomer:yes it is;;groomer:u like looking at cams;;victim:ya;;groomer:ok;;groomer:u like see more of me;;victim:im kool with it;;groomer:ok u sure;;victim:sure|groomer:ok
groomer:yes it is;;groomer:u like looking at cams;;victim:ya;;groomer:ok;;groomer:u like see more of me;;victim:im kool with it;;groomer:ok u sure;;victim:sure;;groomer:ok;;victim:kool|groomer:thanks
victim:ya;;groomer:ok;;groomer:u like see more of me;;victim:im kool with it;;groomer:ok u sure;;victim:sure;;groomer:ok;;victim:kool;;groomer:thanks;;victim:like that boy really wanted 2 see my pics?|groomer:what u doing
groomer:u like see more of me;;victim:im kool with it;;groomer:ok u sure;;victim:sure;;groomer:ok;;victim:kool;;groomer:thanks;;victim:like that boy really wanted 2 see my pics?;;groomer:what u doing;;victim:watchin|groomer:k
victim:im kool with it;;groomer:ok u sure;;victim:sure;;groomer:ok;;victim:kool;;groomer:thanks;;victim:like that boy really wanted 2 see my pics?;;groomer:what u doing;;victim:watchin;;groomer:k|groomer:i bet he fdid
groomer:ok u sure;;victim:sure;;groomer:ok;;victim:kool;;groomer:thanks;;victim:like that boy really wanted 2 see my pics?;;groomer:what u doing;;victim:watchin;;groomer:k;;groomer:i bet he fdid|groomer:did
groomer:ok;;victim:kool;;groomer:thanks;;victim:like that boy really wanted 2 see my pics?;;groomer:what u doing;;victim:watchin;;groomer:k;;groomer:i bet he fdid;;groomer:did;;victim:oh lol|groomer:can see them
groomer:thanks;;victim:like that boy really wanted 2 see my pics?;;groomer:what u doing;;victim:watchin;;groomer:k;;groomer:i bet he fdid;;groomer:did;;victim:oh lol;;groomer:can see them;;victim:huh?|groomer:your pics
victim:watchin;;groomer:k;;groomer:i bet he fdid;;groomer:did;;victim:oh lol;;groomer:can see them;;victim:huh?;;groomer:your pics;;victim:ok;;victim:oh they r on my myspace|groomer:oh
groomer:did;;victim:oh lol;;groomer:can see them;;victim:huh?;;groomer:your pics;;victim:ok;;victim:oh they r on my myspace;;groomer:oh;;victim:http://www.***EDIT***;;victim:did u see them?|groomer:yes
victim:oh lol;;groomer:can see them;;victim:huh?;;groomer:your pics;;victim:ok;;victim:oh they r on my myspace;;groomer:oh;;victim:http://www.***EDIT***;;victim:did u see them?;;groomer:yes|groomer:hot
victim:huh?;;groomer:your pics;;victim:ok;;victim:oh they r on my myspace;;groomer:oh;;victim:http://www.***EDIT***;;victim:did u see them?;;groomer:yes;;groomer:hot;;victim:thanks|groomer:yw
groomer:your pics;;victim:ok;;victim:oh they r on my myspace;;groomer:oh;;victim:http://www.***EDIT***;;victim:did u see them?;;groomer:yes;;groomer:hot;;victim:thanks;;groomer:yw|groomer:u like watching me
victim:oh they r on my myspace;;groomer:oh;;victim:http://www.***EDIT***;;victim:did u see them?;;groomer:yes;;groomer:hot;;victim:thanks;;groomer:yw;;groomer:u like watching me;;victim:is kool|groomer:ok kool
victim:http://www.***EDIT***;;victim:did u see them?;;groomer:yes;;groomer:hot;;victim:thanks;;groomer:yw;;groomer:u like watching me;;victim:is kool;;groomer:ok kool;;victim:not like real but is kool|groomer:yes i know
victim:did u see them?;;groomer:yes;;groomer:hot;;victim:thanks;;groomer:yw;;groomer:u like watching me;;victim:is kool;;groomer:ok kool;;victim:not like real but is kool;;groomer:yes i know|groomer:would u want to touch it if i was there
groomer:hot;;victim:thanks;;groomer:yw;;groomer:u like watching me;;victim:is kool;;groomer:ok kool;;victim:not like real but is kool;;groomer:yes i know;;groomer:would u want to touch it if i was there;;victim:might b kool|groomer:ever see cum before
groomer:yw;;groomer:u like watching me;;victim:is kool;;groomer:ok kool;;victim:not like real but is kool;;groomer:yes i know;;groomer:would u want to touch it if i was there;;victim:might b kool;;groomer:ever see cum before;;victim:ya|groomer:who
victim:is kool;;groomer:ok kool;;victim:not like real but is kool;;groomer:yes i know;;groomer:would u want to touch it if i was there;;victim:might b kool;;groomer:ever see cum before;;victim:ya;;groomer:who;;victim:my x bf|groomer:ok
groomer:ok kool;;victim:not like real but is kool;;groomer:yes i know;;groomer:would u want to touch it if i was there;;victim:might b kool;;groomer:ever see cum before;;victim:ya;;groomer:who;;victim:my x bf;;groomer:ok|groomer:u suck him
groomer:yes i know;;groomer:would u want to touch it if i was there;;victim:might b kool;;groomer:ever see cum before;;victim:ya;;groomer:who;;victim:my x bf;;groomer:ok;;groomer:u suck him;;victim:we didnt do that |groomer:he just jo
victim:might b kool;;groomer:ever see cum before;;victim:ya;;groomer:who;;victim:my x bf;;groomer:ok;;groomer:u suck him;;victim:we didnt do that ;;groomer:he just jo;;victim:jo?|groomer:jjack off
victim:ya;;groomer:who;;victim:my x bf;;groomer:ok;;groomer:u suck him;;victim:we didnt do that ;;groomer:he just jo;;victim:jo?;;groomer:jjack off;;victim:no we did other stuff|groomer:like what
victim:my x bf;;groomer:ok;;groomer:u suck him;;victim:we didnt do that ;;groomer:he just jo;;victim:jo?;;groomer:jjack off;;victim:no we did other stuff;;groomer:like what;;victim:like all the way stuff :\"&gt;|groomer:kool
groomer:ok;;groomer:u suck him;;victim:we didnt do that ;;groomer:he just jo;;victim:jo?;;groomer:jjack off;;victim:no we did other stuff;;groomer:like what;;victim:like all the way stuff :\"&gt;;;groomer:kool|groomer:u like his cock in you
groomer:he just jo;;victim:jo?;;groomer:jjack off;;victim:no we did other stuff;;groomer:like what;;victim:like all the way stuff :\"&gt;;;groomer:kool;;groomer:u like his cock in you;;victim:was kool;;victim:kinda hurt some 2|groomer:oh 
victim:jo?;;groomer:jjack off;;victim:no we did other stuff;;groomer:like what;;victim:like all the way stuff :\"&gt;;;groomer:kool;;groomer:u like his cock in you;;victim:was kool;;victim:kinda hurt some 2;;groomer:oh |groomer:it be good next time
victim:no we did other stuff;;groomer:like what;;victim:like all the way stuff :\"&gt;;;groomer:kool;;groomer:u like his cock in you;;victim:was kool;;victim:kinda hurt some 2;;groomer:oh ;;groomer:it be good next time;;victim:i dont got a bf no more|groomer:u find some 1 to fuck u
groomer:like what;;victim:like all the way stuff :\"&gt;;;groomer:kool;;groomer:u like his cock in you;;victim:was kool;;victim:kinda hurt some 2;;groomer:oh ;;groomer:it be good next time;;victim:i dont got a bf no more;;groomer:u find some 1 to fuck u|groomer:i would if i was closer to u
groomer:kool;;groomer:u like his cock in you;;victim:was kool;;victim:kinda hurt some 2;;groomer:oh ;;groomer:it be good next time;;victim:i dont got a bf no more;;groomer:u find some 1 to fuck u;;groomer:i would if i was closer to u;;victim:really?|groomer:yes[/b
victim:was kool;;victim:kinda hurt some 2;;groomer:oh ;;groomer:it be good next time;;victim:i dont got a bf no more;;groomer:u find some 1 to fuck u;;groomer:i would if i was closer to u;;victim:really?;;groomer:yes[/b;;victim:kool|groomer:u think u like that
groomer:it be good next time;;victim:i dont got a bf no more;;groomer:u find some 1 to fuck u;;groomer:i would if i was closer to u;;victim:really?;;groomer:yes[/b;;victim:kool;;groomer:u think u like that;;victim:ya;;victim:do u live far?|groomer:goin g to cum foru
groomer:u find some 1 to fuck u;;groomer:i would if i was closer to u;;victim:really?;;groomer:yes[/b;;victim:kool;;groomer:u think u like that;;victim:ya;;victim:do u live far?;;groomer:goin g to cum foru;;victim:k|groomer:4 hours
victim:do u live far?;;groomer:goin g to cum foru;;victim:k;;groomer:4 hours;;victim:oh;;victim:guess thats far;;victim:?;;victim:where did ya go?;;victim:hi;;victim:im bored|groomer:hi
groomer:4 hours;;victim:oh;;victim:guess thats far;;victim:?;;victim:where did ya go?;;victim:hi;;victim:im bored;;groomer:hi;;victim:hi;;victim:im bored lol|groomer:how you been
victim:guess thats far;;victim:?;;victim:where did ya go?;;victim:hi;;victim:im bored;;groomer:hi;;victim:hi;;victim:im bored lol;;groomer:how you been;;victim:was readin my book|groomer:ok 
victim:where did ya go?;;victim:hi;;victim:im bored;;groomer:hi;;victim:hi;;victim:im bored lol;;groomer:how you been;;victim:was readin my book;;groomer:ok ;;victim:what bout u?|groomer:just got home from work
groomer:hi;;victim:hi;;victim:im bored lol;;groomer:how you been;;victim:was readin my book;;groomer:ok ;;victim:what bout u?;;groomer:just got home from work;;victim:kool;;victim:what u gonna do now?|groomer:eat then lol on here
victim:im bored lol;;groomer:how you been;;victim:was readin my book;;groomer:ok ;;victim:what bout u?;;groomer:just got home from work;;victim:kool;;victim:what u gonna do now?;;groomer:eat then lol on here;;victim:kk|groomer:hi
victim:was readin my book;;groomer:ok ;;victim:what bout u?;;groomer:just got home from work;;victim:kool;;victim:what u gonna do now?;;groomer:eat then lol on here;;victim:kk;;groomer:hi;;victim:hi|groomer:how u doing
groomer:just got home from work;;victim:kool;;victim:what u gonna do now?;;groomer:eat then lol on here;;victim:kk;;groomer:hi;;victim:hi;;groomer:how u doing;;victim:bored;;victim:granpa got home|groomer:oh
victim:kool;;victim:what u gonna do now?;;groomer:eat then lol on here;;victim:kk;;groomer:hi;;victim:hi;;groomer:how u doing;;victim:bored;;victim:granpa got home;;groomer:oh|groomer:ok cool
victim:what u gonna do now?;;groomer:eat then lol on here;;victim:kk;;groomer:hi;;victim:hi;;groomer:how u doing;;victim:bored;;victim:granpa got home;;groomer:oh;;groomer:ok cool|groomer:he sleeping?
groomer:hi;;victim:hi;;groomer:how u doing;;victim:bored;;victim:granpa got home;;groomer:oh;;groomer:ok cool;;groomer:he sleeping?;;victim:no;;victim:hes puttin his stuff away n taking a shower|groomer:oh ok
victim:hi;;groomer:how u doing;;victim:bored;;victim:granpa got home;;groomer:oh;;groomer:ok cool;;groomer:he sleeping?;;victim:no;;victim:hes puttin his stuff away n taking a shower;;groomer:oh ok|groomer:u want to see my cam
victim:bored;;victim:granpa got home;;groomer:oh;;groomer:ok cool;;groomer:he sleeping?;;victim:no;;victim:hes puttin his stuff away n taking a shower;;groomer:oh ok;;groomer:u want to see my cam;;victim:ok|groomer:my cock
groomer:oh;;groomer:ok cool;;groomer:he sleeping?;;victim:no;;victim:hes puttin his stuff away n taking a shower;;groomer:oh ok;;groomer:u want to see my cam;;victim:ok;;groomer:my cock;;victim:ok|groomer:u ever see gr pa cock
groomer:he sleeping?;;victim:no;;victim:hes puttin his stuff away n taking a shower;;groomer:oh ok;;groomer:u want to see my cam;;victim:ok;;groomer:my cock;;victim:ok;;groomer:u ever see gr pa cock;;victim:no|groomer:k
groomer:oh ok;;groomer:u want to see my cam;;victim:ok;;groomer:my cock;;victim:ok;;groomer:u ever see gr pa cock;;victim:no;;groomer:k;;victim:i got 2 go;;victim:granpas comign|groomer:ok by
